,raw_predictions,correctly_predicted,ground_truths
137,<S2SV_ModStart> if ( count == 0 ) { return 0 ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> ; unsigned long cur, end = jiffies + timeout ; qdev = container_of ( fence -> lock, struct qxl_device, release_lock ) ; if (! wait_event_timeout ( qdev -> release_event, ( dma_fence_is_signaled ( fence ) || ( qxl_io_notify_oom ( qdev ), 0 ) ), timeout ) ) return 0 ; cur = jiffies ; <S2SV_ModEnd>"
138,<S2SV_ModStart> if ( count < 0 ) return 0 ; <S2SV_ModEnd>,0,"<S2SV_ModStart> ; unsigned long cur, end = jiffies + timeout ; qdev = container_of ( fence -> lock, struct qxl_device, release_lock ) ; if (! wait_event_timeout ( qdev -> release_event, ( dma_fence_is_signaled ( fence ) || ( qxl_io_notify_oom ( qdev ), 0 ) ), timeout ) ) return 0 ; cur = jiffies ; <S2SV_ModEnd>"
139,<S2SV_ModStart> unsigned long end = jiffies + msecs_to_jiffies ( 50 ) ; <S2SV_ModEnd>,0,"<S2SV_ModStart> ; unsigned long cur, end = jiffies + timeout ; qdev = container_of ( fence -> lock, struct qxl_device, release_lock ) ; if (! wait_event_timeout ( qdev -> release_event, ( dma_fence_is_signaled ( fence ) || ( qxl_io_notify_oom ( qdev ), 0 ) ), timeout ) ) return 0 ; cur = jiffies ; <S2SV_ModEnd>"
140,<S2SV_ModStart> if ( cdev == NULL ) { return - EINVAL ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> blocking_notifier_chain_unregister ( & gdev -> device_notifier, & cdev -> device_unregistered_nb ) ; blocking_notifier_chain_unregister ( & gdev -> line_state_notifier, & cdev -> lineinfo_changed_nb ) ; bitmap_free ( cdev -> watched_lines ) ; <S2SV_ModEnd>"
141,<S2SV_ModStart> if (! cdev ) { return - EINVAL ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> blocking_notifier_chain_unregister ( & gdev -> device_notifier, & cdev -> device_unregistered_nb ) ; blocking_notifier_chain_unregister ( & gdev -> line_state_notifier, & cdev -> lineinfo_changed_nb ) ; bitmap_free ( cdev -> watched_lines ) ; <S2SV_ModEnd>"
142,<S2SV_ModStart> if ( cdev == NULL ) { return - ENODEV ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> blocking_notifier_chain_unregister ( & gdev -> device_notifier, & cdev -> device_unregistered_nb ) ; blocking_notifier_chain_unregister ( & gdev -> line_state_notifier, & cdev -> lineinfo_changed_nb ) ; bitmap_free ( cdev -> watched_lines ) ; <S2SV_ModEnd>"
143,<S2SV_ModStart> kfree ( cdev -> watched_lines ) ; <S2SV_ModEnd>,0,"<S2SV_ModStart> blocking_notifier_chain_unregister ( & gdev -> device_notifier, & cdev -> device_unregistered_nb ) ; blocking_notifier_chain_unregister ( & gdev -> line_state_notifier, & cdev -> lineinfo_changed_nb ) ; bitmap_free ( cdev -> watched_lines ) ; <S2SV_ModEnd>"
144,<S2SV_ModStart> kfree ( cdev -> line_info ) ; <S2SV_ModEnd>,0,"<S2SV_ModStart> blocking_notifier_chain_unregister ( & gdev -> device_notifier, & cdev -> device_unregistered_nb ) ; blocking_notifier_chain_unregister ( & gdev -> line_state_notifier, & cdev -> lineinfo_changed_nb ) ; bitmap_free ( cdev -> watched_lines ) ; <S2SV_ModEnd>"
145,"<S2SV_ModStart> if ( sha_handle == NULL ) { ESP_LOGE ( TAG, ""bootloader_mmap(0x%x, 0x%x) failed"", load_addr, data_len ) ; return ESP_FAIL ; } <S2SV_ModEnd>",0,"process_segment ( int index, uint32_t flash_addr, esp_image_segment_header_t * header, bool silent, bool do_load, bootloader_sha256_handle_t sha_handle, uint32_t * checksum, esp_image_metadata_t * metadata ) { esp_err_t err ; /* read segment header */ err = bootloader_flash_read ( flash_addr, header, sizeof ( esp_image_segment_header_t ), true ) ; if ( err!= ESP_OK ) { ESP_LOGE ( TAG, ""bootloader_flash_read failed at 0x%08x"", flash_addr ) ; return err ; } if ( sha_handle!= NULL ) { bootloader_sha256_data ( sha_handle, header, sizeof ( esp_image_segment_header_t ) ) ; } intptr_t load_addr = header -> load_addr ; uint32_t data_len = header -> data_len ; uint32_t data_addr = flash_addr + sizeof ( esp_image_segment_header_t ) ; ESP_LOGV"
146,"<S2SV_ModStart> memset ( ram_obfs_value, 0, sizeof ( ram_obfs_value ) ) ; <S2SV_ModEnd>",0,"process_segment ( int index, uint32_t flash_addr, esp_image_segment_header_t * header, bool silent, bool do_load, bootloader_sha256_handle_t sha_handle, uint32_t * checksum, esp_image_metadata_t * metadata ) { esp_err_t err ; /* read segment header */ err = bootloader_flash_read ( flash_addr, header, sizeof ( esp_image_segment_header_t ), true ) ; if ( err!= ESP_OK ) { ESP_LOGE ( TAG, ""bootloader_flash_read failed at 0x%08x"", flash_addr ) ; return err ; } if ( sha_handle!= NULL ) { bootloader_sha256_data ( sha_handle, header, sizeof ( esp_image_segment_header_t ) ) ; } intptr_t load_addr = header -> load_addr ; uint32_t data_len = header -> data_len ; uint32_t data_addr = flash_addr + sizeof ( esp_image_segment_header_t ) ; ESP_LOGV"
147,"<S2SV_ModStart> if ( sha_handle == NULL ) { ESP_LOGE ( TAG, ""bootloader_mmap(0x%x, 0x%x) failed"", load_addr, data_len ) ; return ESP_OK ; } <S2SV_ModEnd>",0,"process_segment ( int index, uint32_t flash_addr, esp_image_segment_header_t * header, bool silent, bool do_load, bootloader_sha256_handle_t sha_handle, uint32_t * checksum, esp_image_metadata_t * metadata ) { esp_err_t err ; /* read segment header */ err = bootloader_flash_read ( flash_addr, header, sizeof ( esp_image_segment_header_t ), true ) ; if ( err!= ESP_OK ) { ESP_LOGE ( TAG, ""bootloader_flash_read failed at 0x%08x"", flash_addr ) ; return err ; } if ( sha_handle!= NULL ) { bootloader_sha256_data ( sha_handle, header, sizeof ( esp_image_segment_header_t ) ) ; } intptr_t load_addr = header -> load_addr ; uint32_t data_len = header -> data_len ; uint32_t data_addr = flash_addr + sizeof ( esp_image_segment_header_t ) ; ESP_LOGV"
148,"<S2SV_ModStart> if ( sha_handle == NULL ) { ESP_LOGE ( TAG, ""bootloader_munmap(0x%x, 0x%x) failed"", load_addr, data_len ) ; return ESP_FAIL ; } <S2SV_ModEnd>",0,"process_segment ( int index, uint32_t flash_addr, esp_image_segment_header_t * header, bool silent, bool do_load, bootloader_sha256_handle_t sha_handle, uint32_t * checksum, esp_image_metadata_t * metadata ) { esp_err_t err ; /* read segment header */ err = bootloader_flash_read ( flash_addr, header, sizeof ( esp_image_segment_header_t ), true ) ; if ( err!= ESP_OK ) { ESP_LOGE ( TAG, ""bootloader_flash_read failed at 0x%08x"", flash_addr ) ; return err ; } if ( sha_handle!= NULL ) { bootloader_sha256_data ( sha_handle, header, sizeof ( esp_image_segment_header_t ) ) ; } intptr_t load_addr = header -> load_addr ; uint32_t data_len = header -> data_len ; uint32_t data_addr = flash_addr + sizeof ( esp_image_segment_header_t ) ; ESP_LOGV"
149,"<S2SV_ModStart> if ( sha_handle == NULL ) { ESP_LOGE ( TAG, ""bootloader_mmap(0x%x, 0x%x) failed"", data_addr, data_len ) ; return ESP_FAIL ; } <S2SV_ModEnd>",0,"process_segment ( int index, uint32_t flash_addr, esp_image_segment_header_t * header, bool silent, bool do_load, bootloader_sha256_handle_t sha_handle, uint32_t * checksum, esp_image_metadata_t * metadata ) { esp_err_t err ; /* read segment header */ err = bootloader_flash_read ( flash_addr, header, sizeof ( esp_image_segment_header_t ), true ) ; if ( err!= ESP_OK ) { ESP_LOGE ( TAG, ""bootloader_flash_read failed at 0x%08x"", flash_addr ) ; return err ; } if ( sha_handle!= NULL ) { bootloader_sha256_data ( sha_handle, header, sizeof ( esp_image_segment_header_t ) ) ; } intptr_t load_addr = header -> load_addr ; uint32_t data_len = header -> data_len ; uint32_t data_addr = flash_addr + sizeof ( esp_image_segment_header_t ) ; ESP_LOGV"
150,"<S2SV_ModStart> if ( smh -> submessageLength < RTPSMESSAGE_DATA_MIN_LENGTH ) { EPROSIMA_LOG_INFO ( RTPS_MSG_IN, IDSTRING ""Too short submessage received, ignoring"" ) ; return false ; } <S2SV_ModEnd>",0,"<S2SV_ModStart> const uint32_t submsg_no_payload_size = RTPSMESSAGE_DATA_EXTRA_INLINEQOS_SIZE + octetsToInlineQos + inlineQosSize ; // Prevent integer overflow of variable payload_size if ( smh -> submessageLength < submsg_no_payload_size ) { EPROSIMA_LOG_WARNING ( RTPS_MSG_IN, IDSTRING ""Serialized Payload avoided overflow "" ""("" << smh -> submessageLength << ""/"" << submsg_no_payload_size << "")"" ) ; ch. serializedPayload. data = nullptr ; ch. inline_qos. data = nullptr ; return false ; } payload_size = smh -> submessageLength - submsg_no_payload_size ; <S2SV_ModEnd>"
151,<S2SV_ModStart> if ( smh == NULL ) { return false ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> const uint32_t submsg_no_payload_size = RTPSMESSAGE_DATA_EXTRA_INLINEQOS_SIZE + octetsToInlineQos + inlineQosSize ; // Prevent integer overflow of variable payload_size if ( smh -> submessageLength < submsg_no_payload_size ) { EPROSIMA_LOG_WARNING ( RTPS_MSG_IN, IDSTRING ""Serialized Payload avoided overflow "" ""("" << smh -> submessageLength << ""/"" << submsg_no_payload_size << "")"" ) ; ch. serializedPayload. data = nullptr ; ch. inline_qos. data = nullptr ; return false ; } payload_size = smh -> submessageLength - submsg_no_payload_size ; <S2SV_ModEnd>"
152,"<S2SV_ModStart> if ( smh -> submessageLength < RTPSMESSAGE_DATA_MIN_LENGTH ) { EPROSIMA_LOG_WARNING ( RTPS_MSG_IN, IDSTRING ""Too short submessage received, ignoring"" ) ; return false ; } <S2SV_ModEnd>",0,"<S2SV_ModStart> const uint32_t submsg_no_payload_size = RTPSMESSAGE_DATA_EXTRA_INLINEQOS_SIZE + octetsToInlineQos + inlineQosSize ; // Prevent integer overflow of variable payload_size if ( smh -> submessageLength < submsg_no_payload_size ) { EPROSIMA_LOG_WARNING ( RTPS_MSG_IN, IDSTRING ""Serialized Payload avoided overflow "" ""("" << smh -> submessageLength << ""/"" << submsg_no_payload_size << "")"" ) ; ch. serializedPayload. data = nullptr ; ch. inline_qos. data = nullptr ; return false ; } payload_size = smh -> submessageLength - submsg_no_payload_size ; <S2SV_ModEnd>"
153,<S2SV_ModStart> if (! smh -> submessageLength ) { return false ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> const uint32_t submsg_no_payload_size = RTPSMESSAGE_DATA_EXTRA_INLINEQOS_SIZE + octetsToInlineQos + inlineQosSize ; // Prevent integer overflow of variable payload_size if ( smh -> submessageLength < submsg_no_payload_size ) { EPROSIMA_LOG_WARNING ( RTPS_MSG_IN, IDSTRING ""Serialized Payload avoided overflow "" ""("" << smh -> submessageLength << ""/"" << submsg_no_payload_size << "")"" ) ; ch. serializedPayload. data = nullptr ; ch. inline_qos. data = nullptr ; return false ; } payload_size = smh -> submessageLength - submsg_no_payload_size ; <S2SV_ModEnd>"
154,"<S2SV_ModStart> if ( smh -> submessageLength < RTPSMESSAGE_DATA_MIN_LENGTH ) { EPROSIMA_LOG_INFO ( RTPS_MSG_IN, IDSTRING ""Too short submessage received, ignoring"" ) ; <S2SV_ModEnd>",0,"<S2SV_ModStart> const uint32_t submsg_no_payload_size = RTPSMESSAGE_DATA_EXTRA_INLINEQOS_SIZE + octetsToInlineQos + inlineQosSize ; // Prevent integer overflow of variable payload_size if ( smh -> submessageLength < submsg_no_payload_size ) { EPROSIMA_LOG_WARNING ( RTPS_MSG_IN, IDSTRING ""Serialized Payload avoided overflow "" ""("" << smh -> submessageLength << ""/"" << submsg_no_payload_size << "")"" ) ; ch. serializedPayload. data = nullptr ; ch. inline_qos. data = nullptr ; return false ; } payload_size = smh -> submessageLength - submsg_no_payload_size ; <S2SV_ModEnd>"
155,<S2SV_ModStart> if ( ret < 0 ) { return ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> ; unsigned long flags ; if ( io_data -> read && ret > 0 ) { kthread_use_mm ( io_data -> mm ) ; ret = ffs_copy_to_iter ( io_data -> buf, ret, & io_data -> data ) ; kthread_unuse_mm ( io_data -> mm ) ; } io_data -> kiocb -> ki_complete ( io_data -> kiocb, ret, ret ) ; if ( io_data -> ffs -> ffs_eventfd &&! kiocb_has_eventfd ) eventfd_signal ( io_data -> ffs -> ffs_eventfd, 1 ) ; spin_lock_irqsave ( & io_data -> ffs -> eps_lock, flags ) ; usb_ep_free_request ( io_data -> ep, io_data -> req ) ; io_data -> req = NULL ; spin_unlock_irqrestore ( & io_data -> ffs -> eps_lock, flags ) ; <S2SV_ModEnd>"
156,<S2SV_ModStart> if ( io_data -> buf == NULL ) { return ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> ; unsigned long flags ; if ( io_data -> read && ret > 0 ) { kthread_use_mm ( io_data -> mm ) ; ret = ffs_copy_to_iter ( io_data -> buf, ret, & io_data -> data ) ; kthread_unuse_mm ( io_data -> mm ) ; } io_data -> kiocb -> ki_complete ( io_data -> kiocb, ret, ret ) ; if ( io_data -> ffs -> ffs_eventfd &&! kiocb_has_eventfd ) eventfd_signal ( io_data -> ffs -> ffs_eventfd, 1 ) ; spin_lock_irqsave ( & io_data -> ffs -> eps_lock, flags ) ; usb_ep_free_request ( io_data -> ep, io_data -> req ) ; io_data -> req = NULL ; spin_unlock_irqrestore ( & io_data -> ffs -> eps_lock, flags ) ; <S2SV_ModEnd>"
157,<S2SV_ModStart> if ( io_data -> read == 0 ) { return ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> ; unsigned long flags ; if ( io_data -> read && ret > 0 ) { kthread_use_mm ( io_data -> mm ) ; ret = ffs_copy_to_iter ( io_data -> buf, ret, & io_data -> data ) ; kthread_unuse_mm ( io_data -> mm ) ; } io_data -> kiocb -> ki_complete ( io_data -> kiocb, ret, ret ) ; if ( io_data -> ffs -> ffs_eventfd &&! kiocb_has_eventfd ) eventfd_signal ( io_data -> ffs -> ffs_eventfd, 1 ) ; spin_lock_irqsave ( & io_data -> ffs -> eps_lock, flags ) ; usb_ep_free_request ( io_data -> ep, io_data -> req ) ; io_data -> req = NULL ; spin_unlock_irqrestore ( & io_data -> ffs -> eps_lock, flags ) ; <S2SV_ModEnd>"
158,<S2SV_ModStart> if ( ret <= 0 ) { return ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> ; unsigned long flags ; if ( io_data -> read && ret > 0 ) { kthread_use_mm ( io_data -> mm ) ; ret = ffs_copy_to_iter ( io_data -> buf, ret, & io_data -> data ) ; kthread_unuse_mm ( io_data -> mm ) ; } io_data -> kiocb -> ki_complete ( io_data -> kiocb, ret, ret ) ; if ( io_data -> ffs -> ffs_eventfd &&! kiocb_has_eventfd ) eventfd_signal ( io_data -> ffs -> ffs_eventfd, 1 ) ; spin_lock_irqsave ( & io_data -> ffs -> eps_lock, flags ) ; usb_ep_free_request ( io_data -> ep, io_data -> req ) ; io_data -> req = NULL ; spin_unlock_irqrestore ( & io_data -> ffs -> eps_lock, flags ) ; <S2SV_ModEnd>"
159,<S2SV_ModStart> kfree ( io_data -> buf ) ; <S2SV_ModEnd>,0,"<S2SV_ModStart> ; unsigned long flags ; if ( io_data -> read && ret > 0 ) { kthread_use_mm ( io_data -> mm ) ; ret = ffs_copy_to_iter ( io_data -> buf, ret, & io_data -> data ) ; kthread_unuse_mm ( io_data -> mm ) ; } io_data -> kiocb -> ki_complete ( io_data -> kiocb, ret, ret ) ; if ( io_data -> ffs -> ffs_eventfd &&! kiocb_has_eventfd ) eventfd_signal ( io_data -> ffs -> ffs_eventfd, 1 ) ; spin_lock_irqsave ( & io_data -> ffs -> eps_lock, flags ) ; usb_ep_free_request ( io_data -> ep, io_data -> req ) ; io_data -> req = NULL ; spin_unlock_irqrestore ( & io_data -> ffs -> eps_lock, flags ) ; <S2SV_ModEnd>"
160,<S2SV_ModStart> if ( ng == NULL ) { return NULL ; } <S2SV_ModEnd>,0,"unsigned int gen_ptrs = READ_ONCE ( max_gen_ptrs ) ; unsigned int generic_size ; struct net_generic * ng ; generic_size = offsetof ( struct net_generic, ptr [ gen_ptrs ] ) ; ng = kzalloc ( generic_size, GFP_KERNEL ) ; if ( ng ) ng -> s. len = gen_ptrs ; <S2SV_ModEnd>"
161,size_t generic_size ; <S2SV_ModEnd>,0,"unsigned int gen_ptrs = READ_ONCE ( max_gen_ptrs ) ; unsigned int generic_size ; struct net_generic * ng ; generic_size = offsetof ( struct net_generic, ptr [ gen_ptrs ] ) ; ng = kzalloc ( generic_size, GFP_KERNEL ) ; if ( ng ) ng -> s. len = gen_ptrs ; <S2SV_ModEnd>"
162,size_t generic_size ; struct net_generic * ng ; <S2SV_ModEnd>,0,"unsigned int gen_ptrs = READ_ONCE ( max_gen_ptrs ) ; unsigned int generic_size ; struct net_generic * ng ; generic_size = offsetof ( struct net_generic, ptr [ gen_ptrs ] ) ; ng = kzalloc ( generic_size, GFP_KERNEL ) ; if ( ng ) ng -> s. len = gen_ptrs ; <S2SV_ModEnd>"
163,size_t generic_size ) { struct net_generic * ng ; <S2SV_ModEnd>,0,"unsigned int gen_ptrs = READ_ONCE ( max_gen_ptrs ) ; unsigned int generic_size ; struct net_generic * ng ; generic_size = offsetof ( struct net_generic, ptr [ gen_ptrs ] ) ; ng = kzalloc ( generic_size, GFP_KERNEL ) ; if ( ng ) ng -> s. len = gen_ptrs ; <S2SV_ModEnd>"
164,size_t generic_size = sizeof ( struct net_generic ) ; <S2SV_ModEnd>,0,"unsigned int gen_ptrs = READ_ONCE ( max_gen_ptrs ) ; unsigned int generic_size ; struct net_generic * ng ; generic_size = offsetof ( struct net_generic, ptr [ gen_ptrs ] ) ; ng = kzalloc ( generic_size, GFP_KERNEL ) ; if ( ng ) ng -> s. len = gen_ptrs ; <S2SV_ModEnd>"
165,<S2SV_ModStart> if ( nn == NULL ) { return - EINVAL ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> if (! rpc_proc_register ( net, & nn -> rpcstats ) ) { nfs_clients_exit ( net ) ; return - ENOMEM ; } return nfs_fs_proc_net_init ( net ) ; } <S2SV_ModEnd>"
166,<S2SV_ModStart> if ( nn == NULL ) { return - 1 ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> if (! rpc_proc_register ( net, & nn -> rpcstats ) ) { nfs_clients_exit ( net ) ; return - ENOMEM ; } return nfs_fs_proc_net_init ( net ) ; } <S2SV_ModEnd>"
167,<S2SV_ModStart> if ( nn == NULL ) { return - ENOENT ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> if (! rpc_proc_register ( net, & nn -> rpcstats ) ) { nfs_clients_exit ( net ) ; return - ENOMEM ; } return nfs_fs_proc_net_init ( net ) ; } <S2SV_ModEnd>"
168,<S2SV_ModStart> if ( nn == NULL ) { return - ENOMEM ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> if (! rpc_proc_register ( net, & nn -> rpcstats ) ) { nfs_clients_exit ( net ) ; return - ENOMEM ; } return nfs_fs_proc_net_init ( net ) ; } <S2SV_ModEnd>"
169,<S2SV_ModStart> if ( nn == NULL ) { return - ENODEV ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> if (! rpc_proc_register ( net, & nn -> rpcstats ) ) { nfs_clients_exit ( net ) ; return - ENOMEM ; } return nfs_fs_proc_net_init ( net ) ; } <S2SV_ModEnd>"
170,<S2SV_ModStart> if (! errorFlag. good ( ) ) errorFlag = EC_EndOfStream ; <S2SV_ModEnd>,0,"<S2SV_ModStart> else { errorFlag = EC_InvalidStream ; // incomplete dataset read from stream DCMDATA_ERROR ( ""DcmElement: "" << getTagName ( ) << "" "" << getTag ( ) << "" larger ("" << getLengthField ( ) << "") than remaining bytes ("" << getTransferredBytes ( ) << "") in file, premature end of stream"" ) ; } <S2SV_ModEnd>"
171,<S2SV_ModStart> if ( errorFlag == NULL ) errorFlag = EC_Unknown ; <S2SV_ModEnd>,0,"<S2SV_ModStart> else { errorFlag = EC_InvalidStream ; // incomplete dataset read from stream DCMDATA_ERROR ( ""DcmElement: "" << getTagName ( ) << "" "" << getTag ( ) << "" larger ("" << getLengthField ( ) << "") than remaining bytes ("" << getTransferredBytes ( ) << "") in file, premature end of stream"" ) ; } <S2SV_ModEnd>"
172,<S2SV_ModStart> if (! errorFlag ) { errorFlag = EC_Unknown ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> else { errorFlag = EC_InvalidStream ; // incomplete dataset read from stream DCMDATA_ERROR ( ""DcmElement: "" << getTagName ( ) << "" "" << getTag ( ) << "" larger ("" << getLengthField ( ) << "") than remaining bytes ("" << getTransferredBytes ( ) << "") in file, premature end of stream"" ) ; } <S2SV_ModEnd>"
173,<S2SV_ModStart> if ( readStream == NULL ) errorFlag = EC_Unknown ; <S2SV_ModEnd>,0,"<S2SV_ModStart> else { errorFlag = EC_InvalidStream ; // incomplete dataset read from stream DCMDATA_ERROR ( ""DcmElement: "" << getTagName ( ) << "" "" << getTag ( ) << "" larger ("" << getLengthField ( ) << "") than remaining bytes ("" << getTransferredBytes ( ) << "") in file, premature end of stream"" ) ; } <S2SV_ModEnd>"
174,<S2SV_ModStart> if (! errorFlag. good ( ) ) errorFlag = EC_Unknown ; <S2SV_ModEnd>,0,"<S2SV_ModStart> else { errorFlag = EC_InvalidStream ; // incomplete dataset read from stream DCMDATA_ERROR ( ""DcmElement: "" << getTagName ( ) << "" "" << getTag ( ) << "" larger ("" << getLengthField ( ) << "") than remaining bytes ("" << getTransferredBytes ( ) << "") in file, premature end of stream"" ) ; } <S2SV_ModEnd>"
175,<S2SV_ModStart> if ( len == 0 ) { goto error_remove_tracker ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> /* Update the packet length to the largest known data offset. */ len = MAX ( len, frag -> offset + frag -> data_len ) ; <S2SV_ModEnd>"
176,<S2SV_ModStart> if ( len == 0 ) { return NULL ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> /* Update the packet length to the largest known data offset. */ len = MAX ( len, frag -> offset + frag -> data_len ) ; <S2SV_ModEnd>"
177,<S2SV_ModStart> if ( frag == NULL ) { goto error_remove_tracker ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> /* Update the packet length to the largest known data offset. */ len = MAX ( len, frag -> offset + frag -> data_len ) ; <S2SV_ModEnd>"
178,<S2SV_ModStart> if ( len < 0 ) { goto error_remove_tracker ; } <S2SV_ModEnd>,0,"<S2SV_ModStart> /* Update the packet length to the largest known data offset. */ len = MAX ( len, frag -> offset + frag -> data_len ) ; <S2SV_ModEnd>"
179,<S2SV_ModStart> if ( len == 0 ) { return NULL ; <S2SV_ModEnd>,0,"<S2SV_ModStart> /* Update the packet length to the largest known data offset. */ len = MAX ( len, frag -> offset + frag -> data_len ) ; <S2SV_ModEnd>"
180,"<S2SV_ModStart> if (! test_bit ( EXTENT_BUFFER_ZONED_ZEROOUT, & eb -> bflags ) ) return ; <S2SV_ModEnd>",0,"<S2SV_ModStart> && test_bit ( EXTENT_BUFFER_DIRTY, & eb -> bflags ) ) { set_bit ( EXTENT_BUFFER_ZONED_ZEROOUT, & eb -> bflags ) ; <S2SV_ModEnd>"
181,"<S2SV_ModStart> if (! test_and_clear_bit ( EXTENT_BUFFER_ZONED_ZEROOUT, & eb -> bflags ) ) return ; <S2SV_ModEnd>",0,"<S2SV_ModStart> && test_bit ( EXTENT_BUFFER_DIRTY, & eb -> bflags ) ) { set_bit ( EXTENT_BUFFER_ZONED_ZEROOUT, & eb -> bflags ) ; <S2SV_ModEnd>"
182,"<S2SV_ModStart> &&!test_bit( EXTENT_BUFFER_ZONED_ZEROOUT, & eb -> bflags ) ) return ; <S2SV_ModEnd>",0,"<S2SV_ModStart> && test_bit ( EXTENT_BUFFER_DIRTY, & eb -> bflags ) ) { set_bit ( EXTENT_BUFFER_ZONED_ZEROOUT, & eb -> bflags ) ; <S2SV_ModEnd>"
183,<S2SV_ModStart> if (! eb -> len ) return ; <S2SV_ModEnd>,0,"<S2SV_ModStart> && test_bit ( EXTENT_BUFFER_DIRTY, & eb -> bflags ) ) { set_bit ( EXTENT_BUFFER_ZONED_ZEROOUT, & eb -> bflags ) ; <S2SV_ModEnd>"
184,<S2SV_ModStart> if ( eb -> len == 0 ) return ; <S2SV_ModEnd>,0,"<S2SV_ModStart> && test_bit ( EXTENT_BUFFER_DIRTY, & eb -> bflags ) ) { set_bit ( EXTENT_BUFFER_ZONED_ZEROOUT, & eb -> bflags ) ; <S2SV_ModEnd>"
185,"<S2SV_ModStart> ( reg & OHCI1394_NodeID_idValid ) == 0 ) { ohci_notice ( ohci, ""malconfigured bus\n"" ) ; return ; } <S2SV_ModEnd>",0,"<S2SV_ModStart> param_debug & OHCI_PARAM_DEBUG_BUSRESETS ) reg_write ( ohci, OHCI1394_IntMaskSet, OHCI1394_busReset ) ; if ( ohci -> quirks & QUIRK_RESET_PACKET ) ohci -> request_generation = generation ; <S2SV_ModEnd>"
186,"<S2SV_ModStart> ( reg & OHCI1394_NodeID_busNumber ) == 0 ) { ohci_notice ( ohci, ""malconfigured bus\n"" ) ; return ; } <S2SV_ModEnd>",0,"<S2SV_ModStart> param_debug & OHCI_PARAM_DEBUG_BUSRESETS ) reg_write ( ohci, OHCI1394_IntMaskSet, OHCI1394_busReset ) ; if ( ohci -> quirks & QUIRK_RESET_PACKET ) ohci -> request_generation = generation ; <S2SV_ModEnd>"
187,"<S2SV_ModStart> ( reg & OHCI1394_NodeID_reset ) == 0 ) ) { ohci_notice ( ohci, ""malconfigured bus\n"" ) ; return ; } <S2SV_ModEnd>",0,"<S2SV_ModStart> param_debug & OHCI_PARAM_DEBUG_BUSRESETS ) reg_write ( ohci, OHCI1394_IntMaskSet, OHCI1394_busReset ) ; if ( ohci -> quirks & QUIRK_RESET_PACKET ) ohci -> request_generation = generation ; <S2SV_ModEnd>"
188,"<S2SV_ModStart> ( reg & OHCI1394_NodeID_idInvalid ) ) { ohci_notice ( ohci, ""malconfigured bus\n"" ) ; return ; } <S2SV_ModEnd>",0,"<S2SV_ModStart> param_debug & OHCI_PARAM_DEBUG_BUSRESETS ) reg_write ( ohci, OHCI1394_IntMaskSet, OHCI1394_busReset ) ; if ( ohci -> quirks & QUIRK_RESET_PACKET ) ohci -> request_generation = generation ; <S2SV_ModEnd>"
189,"<S2SV_ModStart> ( reg & OHCI1394_NodeID_idInvalid ) ) { ohci_notice ( ohci, ""node ID not valid, new bus reset in progress\n"" ) ; return ; } <S2SV_ModEnd>",0,"<S2SV_ModStart> param_debug & OHCI_PARAM_DEBUG_BUSRESETS ) reg_write ( ohci, OHCI1394_IntMaskSet, OHCI1394_busReset ) ; if ( ohci -> quirks & QUIRK_RESET_PACKET ) ohci -> request_generation = generation ; <S2SV_ModEnd>"
190,<S2SV_ModStart> if ( i == sizeof ( buf ) ) { ret = - EINVAL ; <S2SV_ModEnd>,0,<S2SV_ModStart> bufsize && ( pg - page < len ) && * pg!= '\0' && * pg!= '\n' ) buf [ i ++ ] = * pg ++ ; if ( i == bufsize ) { ret = - EINVAL ; <S2SV_ModEnd>
191,<S2SV_ModStart> if ( i >= bufsize ) return - EINVAL ; <S2SV_ModEnd>,0,<S2SV_ModStart> bufsize && ( pg - page < len ) && * pg!= '\0' && * pg!= '\n' ) buf [ i ++ ] = * pg ++ ; if ( i == bufsize ) { ret = - EINVAL ; <S2SV_ModEnd>
192,<S2SV_ModStart> if ( i >= bufsize ) { return - EINVAL ; <S2SV_ModEnd>,0,<S2SV_ModStart> bufsize && ( pg - page < len ) && * pg!= '\0' && * pg!= '\n' ) buf [ i ++ ] = * pg ++ ; if ( i == bufsize ) { ret = - EINVAL ; <S2SV_ModEnd>
